timestamp,longitude,latitude,bike_count,location_name,is_in_boundary,weekday,hour,is_peak,id
2024-05-01 00:00:00,119.527913,39.905674,18,里仁教学楼东南侧,1,2,0,0,31
2024-05-01 00:00:00,119.526448,39.9052,15,西区大学生活动中心,1,2,0,0,32
2024-05-01 00:00:00,119.531126,39.910473,15,新图书馆西侧,1,2,0,0,33
2024-05-01 00:00:00,119.534127,39.910557,15,新图书馆东侧,1,2,0,0,34
2024-05-01 00:00:00,119.53553,39.909579,15,5 号门,1,2,0,0,35
2024-05-01 00:00:00,119.54074,39.911033,15,第二体育场,1,2,0,0,36
2024-05-01 00:00:00,119.540493,39.911157,18,体育学院东侧,1,2,0,0,37
2024-05-01 00:00:00,119.539163,39.911104,18,体育学院西侧,1,2,0,0,38
2024-05-01 00:00:00,119.53974,39.910715,18,体育学院南侧,1,2,0,0,39
2024-05-01 00:00:00,119.539941,39.910202,18,建筑系,1,2,0,0,40
2024-05-01 00:00:00,119.538739,39.909795,18,文法学院,1,2,0,0,41
2024-05-01 00:00:00,119.540025,39.909071,18,东区第四教学楼北侧,1,2,0,0,42
2024-05-01 00:00:00,119.53977,39.908658,18,东区第四教学楼南侧,1,2,0,0,43
2024-05-01 00:00:00,119.537491,39.908447,18,车辆与能源学院,1,2,0,0,44
2024-05-01 00:00:00,119.538573,39.907428,15,后勤管理处,1,2,0,0,45
2024-05-01 00:00:00,119.540408,39.905247,18,建筑工程与力学学院东侧,1,2,0,0,46
2024-05-01 00:00:00,119.540397,39.905594,18,东区第二教学楼,1,2,0,0,47
2024-05-01 00:00:00,119.539722,39.905178,18,建筑工程与力学学院西侧,1,2,0,0,48
2024-05-01 00:00:00,119.539069,39.904948,18,东区第一教学楼,1,2,0,0,49
2024-05-01 00:00:00,119.537932,39.904936,15,东区图书馆,1,2,0,0,50
2024-05-01 00:00:00,119.537474,39.903952,18,东区第三教学楼,1,2,0,0,51
2024-05-01 00:00:00,119.536636,39.901284,13,至明楼,1,2,0,0,52
2024-05-01 00:00:00,119.536302,39.901898,15,东区学生生活服务楼西侧,1,2,0,0,53
2024-05-01 00:00:00,119.536619,39.901877,15,东区学生生活服务楼东侧,1,2,0,0,54
2024-05-01 00:00:00,119.536717,39.902048,15,东区学生生活服务楼东北侧,1,2,0,0,55
2024-05-01 00:00:00,119.535911,39.901958,13,至博楼,1,2,0,0,56
2024-05-01 00:00:00,119.535492,39.902724,15,中快餐厅 2 食堂,1,2,0,0,57
2024-05-01 00:00:00,119.534896,39.903012,13,至雅楼南侧,1,2,0,0,58
2024-05-01 00:00:00,119.534947,39.903248,13,至雅楼北侧,1,2,0,0,59
2024-05-01 00:00:00,119.535349,39.903546,15,燕鸣湖餐厅西南侧,1,2,0,0,60
2024-05-01 00:00:00,119.535433,39.903957,15,燕鸣湖餐厅西北侧,1,2,0,0,61
2024-05-01 00:00:00,119.535337,39.905494,13,学生公寓 8 号楼,1,2,0,0,62
2024-05-01 01:00:00,119.517816,39.913239,16,第四体育场,1,2,1,0,63
2024-05-01 01:00:00,119.517939,39.916532,16,西北门,1,2,1,0,64
2024-05-01 01:00:00,119.521364,39.917036,18,信息科学与工程学院,1,2,1,0,65
2024-05-01 01:00:00,119.521864,39.917012,18,理学院,1,2,1,0,66
2024-05-01 01:00:00,119.522728,39.918136,18,理学院北侧,1,2,1,0,67
2024-05-01 01:00:00,119.522482,39.916512,18,西里西亚学院,1,2,1,0,68
2024-05-01 01:00:00,119.520487,39.914483,18,西区第五教学楼,1,2,1,0,69
2024-05-01 01:00:00,119.51965,39.913924,18,艺术学院,1,2,1,0,70
2024-05-01 01:00:00,119.520105,39.913824,18,继续教育学院,1,2,1,0,71
2024-05-01 01:00:00,119.522175,39.911633,18,西区第一教学楼北侧,1,2,1,0,72
2024-05-01 01:00:00,119.522085,39.911128,18,西区第一教学楼,1,2,1,0,73
2024-05-01 01:00:00,119.522642,39.910663,18,西区第二教学楼,1,2,1,0,74
2024-05-01 01:00:00,119.523274,39.910163,18,西区第三教学楼,1,2,1,0,75
2024-05-01 01:00:00,119.522709,39.910029,18,电气工程学院东,1,2,1,0,76
2024-05-01 01:00:00,119.521177,39.909753,18,电气工程学院西,1,2,1,0,77
2024-05-01 01:00:00,119.522369,39.909221,18,材料学院 C 楼,1,2,1,0,78
2024-05-01 01:00:00,119.52317,39.908501,18,材料学院 A 楼,1,2,1,0,79
2024-05-01 01:00:00,119.523088,39.904547,13,1 组图,1,2,1,0,80
2024-05-01 01:00:00,119.523105,39.905732,13,2 组图,1,2,1,0,81
2024-05-01 01:00:00,119.523138,39.906529,13,3 组图,1,2,1,0,82
2024-05-01 01:00:00,119.521776,39.905351,13,4 组图,1,2,1,0,83
2024-05-01 01:00:00,119.521967,39.907251,16,西区大食堂东侧,1,2,1,0,84
2024-05-01 01:00:00,119.520043,39.907417,16,西区大食堂西侧,1,2,1,0,85
2024-05-01 01:00:00,119.519858,39.908508,15,西区浴池,1,2,1,0,86
2024-05-01 01:00:00,119.518344,39.908269,15,西区超市,1,2,1,0,87
2024-05-01 01:00:00,119.518084,39.909318,13,10 组图,1,2,1,0,88
2024-05-01 01:00:00,119.517912,39.910224,13,11 组图,1,2,1,0,89
2024-05-01 01:00:00,119.517918,39.911057,15,燕园餐厅,1,2,1,0,90
2024-05-01 01:00:00,119.516213,39.910156,13,12 组图,1,2,1,0,91
2024-05-01 01:00:00,119.525995,39.906156,18,里仁教学楼西侧,1,2,1,0,92
2024-05-01 01:00:00,119.527913,39.905674,18,里仁教学楼东南侧,1,2,1,0,93
2024-05-01 01:00:00,119.526448,39.9052,15,西区大学生活动中心,1,2,1,0,94
2024-05-01 01:00:00,119.531126,39.910473,15,新图书馆西侧,1,2,1,0,95
2024-05-01 01:00:00,119.534127,39.910557,15,新图书馆东侧,1,2,1,0,96
2024-05-01 01:00:00,119.53553,39.909579,15,5 号门,1,2,1,0,97
2024-05-01 01:00:00,119.54074,39.911033,15,第二体育场,1,2,1,0,98
2024-05-01 01:00:00,119.540493,39.911157,18,体育学院东侧,1,2,1,0,99
2024-05-01 01:00:00,119.539163,39.911104,18,体育学院西侧,1,2,1,0,100
2024-05-01 01:00:00,119.53974,39.910715,18,体育学院南侧,1,2,1,0,101
2024-05-01 01:00:00,119.539941,39.910202,18,建筑系,1,2,1,0,102
2024-05-01 01:00:00,119.538739,39.909795,18,文法学院,1,2,1,0,103
2024-05-01 01:00:00,119.540025,39.909071,18,东区第四教学楼北侧,1,2,1,0,104
2024-05-01 01:00:00,119.53977,39.908658,18,东区第四教学楼南侧,1,2,1,0,105
2024-05-01 01:00:00,119.537491,39.908447,18,车辆与能源学院,1,2,1,0,106
2024-05-01 01:00:00,119.538573,39.907428,15,后勤管理处,1,2,1,0,107
2024-05-01 01:00:00,119.540408,39.905247,18,建筑工程与力学学院东侧,1,2,1,0,108
2024-05-01 01:00:00,119.540397,39.905594,18,东区第二教学楼,1,2,1,0,109
2024-05-01 01:00:00,119.539722,39.905178,18,建筑工程与力学学院西侧,1,2,1,0,110
2024-05-01 01:00:00,119.539069,39.904948,18,东区第一教学楼,1,2,1,0,111
2024-05-01 01:00:00,119.537932,39.904936,15,东区图书馆,1,2,1,0,112
2024-05-01 01:00:00,119.537474,39.903952,18,东区第三教学楼,1,2,1,0,113
2024-05-01 01:00:00,119.536636,39.901284,13,至明楼,1,2,1,0,114
2024-05-01 01:00:00,119.536302,39.901898,15,东区学生生活服务楼西侧,1,2,1,0,115
2024-05-01 01:00:00,119.536619,39.901877,15,东区学生生活服务楼东侧,1,2,1,0,116
2024-05-01 01:00:00,119.536717,39.902048,15,东区学生生活服务楼东北侧,1,2,1,0,117
2024-05-01 01:00:00,119.535911,39.901958,13,至博楼,1,2,1,0,118
2024-05-01 01:00:00,119.535492,39.902724,15,中快餐厅 2 食堂,1,2,1,0,119
2024-05-01 01:00:00,119.534896,39.903012,13,至雅楼南侧,1,2,1,0,120
2024-05-01 01:00:00,119.534947,39.903248,13,至雅楼北侧,1,2,1,0,121
2024-05-01 01:00:00,119.535349,39.903546,15,燕鸣湖餐厅西南侧,1,2,1,0,122
2024-05-01 01:00:00,119.535433,39.903957,15,燕鸣湖餐厅西北侧,1,2,1,0,123
2024-05-01 01:00:00,119.535337,39.905494,13,学生公寓 8 号楼,1,2,1,0,124
2024-05-01 02:00:00,119.517816,39.913239,16,第四体育场,1,2,2,0,125
2024-05-01 02:00:00,119.517939,39.916532,16,西北门,1,2,2,0,126
2024-05-01 02:00:00,119.521364,39.917036,18,信息科学与工程学院,1,2,2,0,127
2024-05-01 02:00:00,119.521864,39.917012,18,理学院,1,2,2,0,128
2024-05-01 02:00:00,119.522728,39.918136,18,理学院北侧,1,2,2,0,129
2024-05-01 02:00:00,119.522482,39.916512,18,西里西亚学院,1,2,2,0,130
2024-05-01 02:00:00,119.520487,39.914483,18,西区第五教学楼,1,2,2,0,131
2024-05-01 02:00:00,119.51965,39.913924,18,艺术学院,1,2,2,0,132
2024-05-01 02:00:00,119.520105,39.913824,18,继续教育学院,1,2,2,0,133
2024-05-01 02:00:00,119.522175,39.911633,18,西区第一教学楼北侧,1,2,2,0,134
2024-05-01 02:00:00,119.522085,39.911128,18,西区第一教学楼,1,2,2,0,135
2024-05-01 02:00:00,119.522642,39.910663,18,西区第二教学楼,1,2,2,0,136
2024-05-01 02:00:00,119.523274,39.910163,18,西区第三教学楼,1,2,2,0,137
2024-05-01 02:00:00,119.522709,39.910029,18,电气工程学院东,1,2,2,0,138
2024-05-01 02:00:00,119.521177,39.909753,18,电气工程学院西,1,2,2,0,139
2024-05-01 02:00:00,119.522369,39.909221,18,材料学院 C 楼,1,2,2,0,140
2024-05-01 02:00:00,119.52317,39.908501,18,材料学院 A 楼,1,2,2,0,141
2024-05-01 02:00:00,119.523088,39.904547,13,1 组图,1,2,2,0,142
2024-05-01 02:00:00,119.523105,39.905732,13,2 组图,1,2,2,0,143
2024-05-01 02:00:00,119.523138,39.906529,13,3 组图,1,2,2,0,144
2024-05-01 02:00:00,119.521776,39.905351,13,4 组图,1,2,2,0,145
2024-05-01 02:00:00,119.521967,39.907251,16,西区大食堂东侧,1,2,2,0,146
2024-05-01 02:00:00,119.520043,39.907417,16,西区大食堂西侧,1,2,2,0,147
2024-05-01 02:00:00,119.519858,39.908508,15,西区浴池,1,2,2,0,148
2024-05-01 02:00:00,119.518344,39.908269,15,西区超市,1,2,2,0,149
2024-05-01 02:00:00,119.518084,39.909318,13,10 组图,1,2,2,0,150
2024-05-01 02:00:00,119.517912,39.910224,13,11 组图,1,2,2,0,151
2024-05-01 02:00:00,119.517918,39.911057,15,燕园餐厅,1,2,2,0,152
2024-05-01 02:00:00,119.516213,39.910156,13,12 组图,1,2,2,0,153
2024-05-01 02:00:00,119.525995,39.906156,18,里仁教学楼西侧,1,2,2,0,154
2024-05-01 02:00:00,119.527913,39.905674,18,里仁教学楼东南侧,1,2,2,0,155
2024-05-01 02:00:00,119.526448,39.9052,15,西区大学生活动中心,1,2,2,0,156
2024-05-01 02:00:00,119.531126,39.910473,15,新图书馆西侧,1,2,2,0,157
2024-05-01 02:00:00,119.534127,39.910557,15,新图书馆东侧,1,2,2,0,158
2024-05-01 02:00:00,119.53553,39.909579,15,5 号门,1,2,2,0,159
2024-05-01 02:00:00,119.54074,39.911033,15,第二体育场,1,2,2,0,160
2024-05-01 02:00:00,119.540493,39.911157,18,体育学院东侧,1,2,2,0,161
2024-05-01 02:00:00,119.539163,39.911104,18,体育学院西侧,1,2,2,0,162
2024-05-01 02:00:00,119.53974,39.910715,18,体育学院南侧,1,2,2,0,163
2024-05-01 02:00:00,119.539941,39.910202,18,建筑系,1,2,2,0,164
2024-05-01 02:00:00,119.538739,39.909795,18,文法学院,1,2,2,0,165
2024-05-01 02:00:00,119.540025,39.909071,18,东区第四教学楼北侧,1,2,2,0,166
2024-05-01 02:00:00,119.53977,39.908658,18,东区第四教学楼南侧,1,2,2,0,167
2024-05-01 02:00:00,119.537491,39.908447,18,车辆与能源学院,1,2,2,0,168
2024-05-01 02:00:00,119.538573,39.907428,15,后勤管理处,1,2,2,0,169
2024-05-01 02:00:00,119.540408,39.905247,18,建筑工程与力学学院东侧,1,2,2,0,170
2024-05-01 02:00:00,119.540397,39.905594,18,东区第二教学楼,1,2,2,0,171
2024-05-01 02:00:00,119.539722,39.905178,18,建筑工程与力学学院西侧,1,2,2,0,172
2024-05-01 02:00:00,119.539069,39.904948,18,东区第一教学楼,1,2,2,0,173
2024-05-01 02:00:00,119.537932,39.904936,15,东区图书馆,1,2,2,0,174
2024-05-01 02:00:00,119.537474,39.903952,18,东区第三教学楼,1,2,2,0,175
2024-05-01 02:00:00,119.536636,39.901284,13,至明楼,1,2,2,0,176
2024-05-01 02:00:00,119.536302,39.901898,15,东区学生生活服务楼西侧,1,2,2,0,177
2024-05-01 02:00:00,119.536619,39.901877,15,东区学生生活服务楼东侧,1,2,2,0,178
2024-05-01 02:00:00,119.536717,39.902048,15,东区学生生活服务楼东北侧,1,2,2,0,179
2024-05-01 02:00:00,119.535911,39.901958,13,至博楼,1,2,2,0,180
2024-05-01 02:00:00,119.535492,39.902724,15,中快餐厅 2 食堂,1,2,2,0,181
2024-05-01 02:00:00,119.534896,39.903012,13,至雅楼南侧,1,2,2,0,182
2024-05-01 02:00:00,119.534947,39.903248,13,至雅楼北侧,1,2,2,0,183
2024-05-01 02:00:00,119.535349,39.903546,15,燕鸣湖餐厅西南侧,1,2,2,0,184
2024-05-01 02:00:00,119.535433,39.903957,15,燕鸣湖餐厅西北侧,1,2,2,0,185
2024-05-01 02:00:00,119.535337,39.905494,13,学生公寓 8 号楼,1,2,2,0,186
2024-05-01 03:00:00,119.517816,39.913239,16,第四体育场,1,2,3,0,187
2024-05-01 03:00:00,119.517939,39.916532,16,西北门,1,2,3,0,188
2024-05-01 03:00:00,119.521364,39.917036,18,信息科学与工程学院,1,2,3,0,189
2024-05-01 03:00:00,119.521864,39.917012,18,理学院,1,2,3,0,190
2024-05-01 03:00:00,119.522728,39.918136,18,理学院北侧,1,2,3,0,191
2024-05-01 03:00:00,119.522482,39.916512,18,西里西亚学院,1,2,3,0,192
2024-05-01 03:00:00,119.520487,39.914483,18,西区第五教学楼,1,2,3,0,193
2024-05-01 03:00:00,119.51965,39.913924,18,艺术学院,1,2,3,0,194
2024-05-01 03:00:00,119.520105,39.913824,18,继续教育学院,1,2,3,0,195
2024-05-01 03:00:00,119.522175,39.911633,18,西区第一教学楼北侧,1,2,3,0,196
2024-05-01 03:00:00,119.522085,39.911128,18,西区第一教学楼,1,2,3,0,197
2024-05-01 03:00:00,119.522642,39.910663,18,西区第二教学楼,1,2,3,0,198
2024-05-01 03:00:00,119.523274,39.910163,18,西区第三教学楼,1,2,3,0,199
2024-05-01 03:00:00,119.522709,39.910029,18,电气工程学院东,1,2,3,0,200
2024-05-01 03:00:00,119.521177,39.909753,18,电气工程学院西,1,2,3,0,201
2024-05-01 03:00:00,119.522369,39.909221,18,材料学院 C 楼,1,2,3,0,202
2024-05-01 03:00:00,119.52317,39.908501,18,材料学院 A 楼,1,2,3,0,203
2024-05-01 03:00:00,119.523088,39.904547,13,1 组图,1,2,3,0,204
2024-05-01 03:00:00,119.523105,39.905732,13,2 组图,1,2,3,0,205
2024-05-01 03:00:00,119.523138,39.906529,13,3 组图,1,2,3,0,206
2024-05-01 03:00:00,119.521776,39.905351,13,4 组图,1,2,3,0,207
2024-05-01 03:00:00,119.521967,39.907251,16,西区大食堂东侧,1,2,3,0,208
2024-05-01 03:00:00,119.520043,39.907417,16,西区大食堂西侧,1,2,3,0,209
2024-05-01 03:00:00,119.519858,39.908508,15,西区浴池,1,2,3,0,210
2024-05-01 03:00:00,119.518344,39.908269,15,西区超市,1,2,3,0,211
2024-05-01 03:00:00,119.518084,39.909318,13,10 组图,1,2,3,0,212
2024-05-01 03:00:00,119.517912,39.910224,13,11 组图,1,2,3,0,213
2024-05-01 03:00:00,119.517918,39.911057,15,燕园餐厅,1,2,3,0,214
2024-05-01 03:00:00,119.516213,39.910156,13,12 组图,1,2,3,0,215
2024-05-01 03:00:00,119.525995,39.906156,18,里仁教学楼西侧,1,2,3,0,216
2024-05-01 03:00:00,119.527913,39.905674,18,里仁教学楼东南侧,1,2,3,0,217
2024-05-01 03:00:00,119.526448,39.9052,15,西区大学生活动中心,1,2,3,0,218
2024-05-01 03:00:00,119.531126,39.910473,15,新图书馆西侧,1,2,3,0,219
2024-05-01 03:00:00,119.534127,39.910557,15,新图书馆东侧,1,2,3,0,220
2024-05-01 03:00:00,119.53553,39.909579,15,5 号门,1,2,3,0,221
2024-05-01 03:00:00,119.54074,39.911033,15,第二体育场,1,2,3,0,222
2024-05-01 03:00:00,119.540493,39.911157,18,体育学院东侧,1,2,3,0,223
2024-05-01 03:00:00,119.539163,39.911104,18,体育学院西侧,1,2,3,0,224
2024-05-01 03:00:00,119.53974,39.910715,18,体育学院南侧,1,2,3,0,225
2024-05-01 03:00:00,119.539941,39.910202,18,建筑系,1,2,3,0,226
2024-05-01 03:00:00,119.538739,39.909795,18,文法学院,1,2,3,0,227
2024-05-01 03:00:00,119.540025,39.909071,18,东区第四教学楼北侧,1,2,3,0,228
2024-05-01 03:00:00,119.53977,39.908658,18,东区第四教学楼南侧,1,2,3,0,229
2024-05-01 03:00:00,119.537491,39.908447,18,车辆与能源学院,1,2,3,0,230
2024-05-01 03:00:00,119.538573,39.907428,15,后勤管理处,1,2,3,0,231
2024-05-01 03:00:00,119.540408,39.905247,18,建筑工程与力学学院东侧,1,2,3,0,232
2024-05-01 03:00:00,119.540397,39.905594,18,东区第二教学楼,1,2,3,0,233
2024-05-01 03:00:00,119.539722,39.905178,18,建筑工程与力学学院西侧,1,2,3,0,234
2024-05-01 03:00:00,119.539069,39.904948,18,东区第一教学楼,1,2,3,0,235
2024-05-01 03:00:00,119.537932,39.904936,15,东区图书馆,1,2,3,0,236
2024-05-01 03:00:00,119.537474,39.903952,18,东区第三教学楼,1,2,3,0,237
2024-05-01 03:00:00,119.536636,39.901284,13,至明楼,1,2,3,0,238
2024-05-01 03:00:00,119.536302,39.901898,15,东区学生生活服务楼西侧,1,2,3,0,239
2024-05-01 03:00:00,119.536619,39.901877,15,东区学生生活服务楼东侧,1,2,3,0,240
2024-05-01 03:00:00,119.536717,39.902048,15,东区学生生活服务楼东北侧,1,2,3,0,241
2024-05-01 03:00:00,119.535911,39.901958,13,至博楼,1,2,3,0,242
2024-05-01 03:00:00,119.535492,39.902724,15,中快餐厅 2 食堂,1,2,3,0,243
2024-05-01 03:00:00,119.534896,39.903012,13,至雅楼南侧,1,2,3,0,244
2024-05-01 03:00:00,119.534947,39.903248,13,至雅楼北侧,1,2,3,0,245
2024-05-01 03:00:00,119.535349,39.903546,15,燕鸣湖餐厅西南侧,1,2,3,0,246
2024-05-01 03:00:00,119.535433,39.903957,15,燕鸣湖餐厅西北侧,1,2,3,0,247
2024-05-01 03:00:00,119.535337,39.905494,13,学生公寓 8 号楼,1,2,3,0,248
2024-05-01 04:00:00,119.517816,39.913239,16,第四体育场,1,2,4,0,249
2024-05-01 04:00:00,119.517939,39.916532,16,西北门,1,2,4,0,250
2024-05-01 04:00:00,119.521364,39.917036,18,信息科学与工程学院,1,2,4,0,251
2024-05-01 04:00:00,119.521864,39.917012,18,理学院,1,2,4,0,252
2024-05-01 04:00:00,119.522728,39.918136,18,理学院北侧,1,2,4,0,253
2024-05-01 04:00:00,119.522482,39.916512,18,西里西亚学院,1,2,4,0,254
2024-05-01 04:00:00,119.520487,39.914483,18,西区第五教学楼,1,2,4,0,255
2024-05-01 04:00:00,119.51965,39.913924,18,艺术学院,1,2,4,0,256
2024-05-01 04:00:00,119.520105,39.913824,18,继续教育学院,1,2,4,0,257
2024-05-01 04:00:00,119.522175,39.911633,18,西区第一教学楼北侧,1,2,4,0,258
2024-05-01 04:00:00,119.522085,39.911128,18,西区第一教学楼,1,2,4,0,259
2024-05-01 04:00:00,119.522642,39.910663,18,西区第二教学楼,1,2,4,0,260
2024-05-01 04:00:00,119.523274,39.910163,18,西区第三教学楼,1,2,4,0,261
2024-05-01 04:00:00,119.522709,39.910029,18,电气工程学院东,1,2,4,0,262
2024-05-01 04:00:00,119.521177,39.909753,18,电气工程学院西,1,2,4,0,263
2024-05-01 04:00:00,119.522369,39.909221,18,材料学院 C 楼,1,2,4,0,264
2024-05-01 04:00:00,119.52317,39.908501,18,材料学院 A 楼,1,2,4,0,265
2024-05-01 04:00:00,119.523088,39.904547,13,1 组图,1,2,4,0,266
2024-05-01 04:00:00,119.523105,39.905732,13,2 组图,1,2,4,0,267
2024-05-01 04:00:00,119.523138,39.906529,13,3 组图,1,2,4,0,268
2024-05-01 04:00:00,119.521776,39.905351,13,4 组图,1,2,4,0,269
2024-05-01 04:00:00,119.521967,39.907251,16,西区大食堂东侧,1,2,4,0,270
2024-05-01 04:00:00,119.520043,39.907417,16,西区大食堂西侧,1,2,4,0,271
2024-05-01 04:00:00,119.519858,39.908508,15,西区浴池,1,2,4,0,272
2024-05-01 04:00:00,119.518344,39.908269,15,西区超市,1,2,4,0,273
2024-05-01 04:00:00,119.518084,39.909318,13,10 组图,1,2,4,0,274
2024-05-01 04:00:00,119.517912,39.910224,13,11 组图,1,2,4,0,275
2024-05-01 04:00:00,119.517918,39.911057,15,燕园餐厅,1,2,4,0,276
2024-05-01 04:00:00,119.516213,39.910156,13,12 组图,1,2,4,0,277
2024-05-01 04:00:00,119.525995,39.906156,18,里仁教学楼西侧,1,2,4,0,278
2024-05-01 04:00:00,119.527913,39.905674,18,里仁教学楼东南侧,1,2,4,0,279
2024-05-01 04:00:00,119.526448,39.9052,15,西区大学生活动中心,1,2,4,0,280
2024-05-01 04:00:00,119.531126,39.910473,15,新图书馆西侧,1,2,4,0,281
2024-05-01 04:00:00,119.534127,39.910557,15,新图书馆东侧,1,2,4,0,282
2024-05-01 04:00:00,119.53553,39.909579,15,5 号门,1,2,4,0,283
2024-05-01 04:00:00,119.54074,39.911033,15,第二体育场,1,2,4,0,284
2024-05-01 04:00:00,119.540493,39.911157,18,体育学院东侧,1,2,4,0,285
2024-05-01 04:00:00,119.539163,39.911104,18,体育学院西侧,1,2,4,0,286
2024-05-01 04:00:00,119.53974,39.910715,18,体育学院南侧,1,2,4,0,287
2024-05-01 04:00:00,119.539941,39.910202,18,建筑系,1,2,4,0,288
2024-05-01 04:00:00,119.538739,39.909795,18,文法学院,1,2,4,0,289
2024-05-01 04:00:00,119.540025,39.909071,18,东区第四教学楼北侧,1,2,4,0,290
2024-05-01 04:00:00,119.53977,39.908658,18,东区第四教学楼南侧,1,2,4,0,291
2024-05-01 04:00:00,119.537491,39.908447,18,车辆与能源学院,1,2,4,0,292
2024-05-01 04:00:00,119.538573,39.907428,15,后勤管理处,1,2,4,0,293
2024-05-01 04:00:00,119.540408,39.905247,18,建筑工程与力学学院东侧,1,2,4,0,294
2024-05-01 04:00:00,119.540397,39.905594,18,东区第二教学楼,1,2,4,0,295
2024-05-01 04:00:00,119.539722,39.905178,18,建筑工程与力学学院西侧,1,2,4,0,296
2024-05-01 04:00:00,119.539069,39.904948,18,东区第一教学楼,1,2,4,0,297
2024-05-01 04:00:00,119.537932,39.904936,15,东区图书馆,1,2,4,0,298
2024-05-01 04:00:00,119.537474,39.903952,18,东区第三教学楼,1,2,4,0,299
2024-05-01 04:00:00,119.536636,39.901284,13,至明楼,1,2,4,0,300
2024-05-01 04:00:00,119.536302,39.901898,15,东区学生生活服务楼西侧,1,2,4,0,301
2024-05-01 04:00:00,119.536619,39.901877,15,东区学生生活服务楼东侧,1,2,4,0,302
2024-05-01 04:00:00,119.536717,39.902048,15,东区学生生活服务楼东北侧,1,2,4,0,303
2024-05-01 04:00:00,119.535911,39.901958,13,至博楼,1,2,4,0,304
2024-05-01 04:00:00,119.535492,39.902724,15,中快餐厅 2 食堂,1,2,4,0,305
2024-05-01 04:00:00,119.534896,39.903012,13,至雅楼南侧,1,2,4,0,306
2024-05-01 04:00:00,119.534947,39.903248,13,至雅楼北侧,1,2,4,0,307
2024-05-01 04:00:00,119.535349,39.903546,15,燕鸣湖餐厅西南侧,1,2,4,0,308
2024-05-01 04:00:00,119.535433,39.903957,15,燕鸣湖餐厅西北侧,1,2,4,0,309
2024-05-01 04:00:00,119.535337,39.905494,13,学生公寓 8 号楼,1,2,4,0,310
2024-05-01 05:00:00,119.517816,39.913239,16,第四体育场,1,2,5,0,311
2024-05-01 05:00:00,119.517939,39.916532,16,西北门,1,2,5,0,312
2024-05-01 05:00:00,119.521364,39.917036,18,信息科学与工程学院,1,2,5,0,313
2024-05-01 05:00:00,119.521864,39.917012,18,理学院,1,2,5,0,314
2024-05-01 05:00:00,119.522728,39.918136,18,理学院北侧,1,2,5,0,315
2024-05-01 05:00:00,119.522482,39.916512,18,西里西亚学院,1,2,5,0,316
2024-05-01 05:00:00,119.520487,39.914483,18,西区第五教学楼,1,2,5,0,317
2024-05-01 05:00:00,119.51965,39.913924,18,艺术学院,1,2,5,0,318
2024-05-01 05:00:00,119.520105,39.913824,18,继续教育学院,1,2,5,0,319
